Name,Ticker,Sub-Sector,Market Cap,Close Price,PE Ratio
IOL Chemicals and Pharmaceuticals Ltd,IOLCP,Commodity Chemicals,7100.663047,583.95,9.194679286
Caplin Point Laboratories Ltd,CAPLIPOINT,Pharmaceuticals,7099.373658,450.55,15.84893448
Mishra Dhatu Nigam Ltd,MIDHANI,Metals - Diversified,7097.063924,180.5,21.38557425
Orient Refractories Ltd,ORIENTREF,Cement,7040.412645,281.2,38.88930936
Privi Speciality Chemicals Ltd,PRIVISCL,Specialty Chemicals,7031.378918,864.1,120.0015414
Century Plyboards (India) Ltd,CENTURYPLY,Wood Products,6919.577774,292.15,43.37584248
Jindal Poly Films Ltd,JINDALPOLY,Packaging,6914.976833,766.65,7.104966523
Dhanuka Agritech Ltd,DHANUKA,Fertilizers & Agro Chemicals,6913.469942,719.75,24.22502738
Gujarat State Fertilizers and Chemicals Ltd,GSFC,Fertilizers & Agro Chemicals,6901.860853,83.3,30.28851013
Apollo Tricoat Tubes Ltd,APOLLOTRI,,6901.860853,1081.85,74.36758755
Redington (India) Ltd,REDINGTON,Technology Hardware,6893.073307,167.35,12.6382051
Techno Electric & Engineering Company Ltd,TECHNOE,Construction & Engineering,6889.57353,298.15,18.5351082
Aarti Drugs Ltd,AARTIDRUGS,Pharmaceuticals,6836.22,696.05,46.1529769
Mangalore Refinery and Petrochemicals Ltd,MRPL,Oil & Gas - Refining & Marketing,6826.372236,36,-1.881808084
Mastek Ltd,MASTEK,IT Services & Consulting,6826.006183,1296.4,28.73746707
TCI Express Ltd,TCIEXP,Logistics,6819.488512,842.8,36.26747074
Swan Energy Ltd,SWANENERGY,Textiles,6792.418778,130.95,-547.6961327
Bharat 22 ETF,ICICIB22,Equity,6790.619507,33.8,
Phillips Carbon Black Ltd,PHILIPCARB,Commodity Chemicals,6784.549647,185.3,11.14437461
Kotak Nifty Bank ETF,KOTAKBKETF,Equity,6727.451268,311.27,
Kaveri Seed Company Ltd,KSCL,Seeds,6708.924805,533.15,12.70445368
PNB Housing Finance Ltd,PNBHOUSING,Home Financing,6704.643361,365.3,9.486809006
ICRA Ltd,ICRA,Stock Exchanges & Ratings,6694.580598,3278.45,32.89777321
Triveni Turbine Ltd,TRITURBINE,Heavy Electrical Equipments,6648.92254,97.3,25.8315188
Neuland Laboratories Ltd,NEULANDLAB,Pharmaceuticals,6642.473363,2420.65,192.6438538
Prism Johnson Ltd,PRSMJOHNSN,Cement,6641.790073,119.5,3645.521898
Westlife Development Ltd,WESTLIFE,Restaurants & Cafes,6622.202061,403.9,-856.6018228
SeQuent Scientific Ltd,SEQUENT,Pharmaceuticals,6612.455011,245.15,86.8320511
Avanti Feeds Ltd,AVANTIFEED,Packaged Foods & Meats,6609.956739,451.95,17.77142558
CCL Products India Ltd,CCL,Tea & Coffee,6603.321276,232.7,18.65469265
MMTC Ltd,MMTC,Commodities Trading,6577.5,40.25,-22.05721175
PNC Infratech Ltd,PNCINFRA,Construction & Engineering,6548.162187,239.2,11.15935337
Jindal Stainless (Hisar) Ltd,JSLHISAR,Iron & Steel,6520.542308,131,7.867091846
Balaji Amines Ltd,BALAMINES,Specialty Chemicals,6473.881805,1854,57.31462074
IRB InvIT Fund,IRBINVIT,Roads,6469.079462,52.35,17.59666285
Orient Electric Ltd,ORIENTELEC,Home Electronics & Appliances,6452.561116,291.35,78.63170441
ABB Power Products and Systems India Ltd,POWERINDIA,Heavy Electrical Equipments,6429.300098,1454.7,61.77070064
Equitas Small Finance Bank Ltd,EQUITASBNK,Private Banks,6419.832939,52.05,21.99739481
Sundaram Clayton Ltd,SUNCLAYLTD,Auto Parts,6415.088351,2944.95,17.67396735
Tata Steel BSL Ltd,TATASTLBSL,Iron & Steel,6413.024239,54.5,-9.481546412
Allcargo Logistics Ltd,ALLCARGO,Logistics,6392.300608,123.1,13.56283363
Elgi Equipments Ltd,ELGIEQUIP,Industrial Machinery,6384.591953,191.6,142.6282021
Bharat Dynamics Ltd,BDL,Aerospace & Defense Equipments,6307.624219,333.85,11.43923076
Zensar Technologies Ltd,ZENSARTECH,IT Services & Consulting,6302.702661,269.45,23.04583541
Gujarat Ambuja Exports Ltd,GAEL,Agro Products,6291.948747,131.75,20.71687776
GMM Pfaudler Ltd,GMMPFAUDLR,Industrial Machinery,6283.551638,4058.35,83.40071858
CEAT Ltd,CEATLTD,Tires & Rubber,6269.359759,1445.75,25.28896022
Mahindra CIE Automotive Ltd,MAHINDCIE,Auto Parts,6202.854343,158.15,56.33523384
Edelweiss Bharat Bond ETF-April 2030 ETF,EBBETF0430,Debt,6189.052022,1143.67,
Meghmani Organics Ltd,MEGH,Commodity Chemicals,6182.024601,118.35,12.53303638
Magma Fincorp Ltd,MAGMA,Consumer Finance,6180.405603,111.5,111.0547312
Shilpa Medicare Ltd,SHILPAMED,Pharmaceuticals,6165.262262,368.3,19.23163832
MTAR Technologies Ltd,MTARTECH,Industrial Machinery,6157.621248,967.15,84.90551932
INOX Leisure Ltd,INOXLEISUR,Theatres,6146.834533,263.6,180.3495238
TCNS Clothing Co Ltd,TCNSBRANDS,Apparel & Accessories,6136.416827,480,42.45393189
Sonata Software Ltd,SONATSOFTW,IT Services & Consulting,6135.778088,573,21.48971002
Paisalo Digital Ltd,PAISALO,Consumer Finance,6118.844531,698.25,53.46360329
Gujarat Alkalies And Chemicals Ltd,GUJALKALI,Commodity Chemicals,6079.338579,401.95,8.888902935
TeamLease Services Ltd,TEAMLEASE,Employment Services,6069.995595,3349.8,163.7711089
Rail Vikas Nigam Ltd,RVNL,Specialized Finance,6067.408491,27.05,7.487029564
Saregama India Ltd,SAREGAMA,Movies & TV Serials,6064.887547,1691.75,67.06264866
Edelweiss Financial Services Ltd,EDELWEISS,Diversified Financials,6058.12882,64.6,-2.806807673
Borosil Renewables Ltd,BORORENEW,Health Care Equipment & Supplies,6050.92701,223.65,11700.64904
India Tourism Development Corp Ltd,ITDC,Tour & Travel Services,6037.5,337.1,138.537924
Craftsman Automation Ltd,CRAFTSMAN,Industrial Machinery,6015.111131,1366,66.90872833
DCB Bank Ltd,DCBBANK,Private Banks,6007.1454,92.3,8.466623458
Ge T&D India Ltd,GET&D,Heavy Electrical Equipments,5994.386889,111.1,-9.402026057
Chalet Hotels Ltd,CHALET,"Hotels, Resorts & Cruise Lines",5959.246736,137.75,28.34692087
Greaves Cotton Ltd,GREAVESCOT,Industrial Machinery,5958.247872,122.15,22.47881475
KNR Constructions Ltd,KNRCON,Construction & Engineering,5956.548828,199.7,21.15387637
Indoco Remedies Ltd,INDOCO,Pharmaceuticals,5932.293113,304.95,116.5543374
ELANTAS Beck India Ltd,ELANTAS,,5932.293113,3538.8,45.42164035
Infibeam Avenues Ltd,INFIBEAM,IT Services & Consulting,5931.437787,42.75,52.56981644
Nilkamal Ltd,NILKAMAL,Plastic Products,5929.943291,1869.8,19.63832858
Just Dial Ltd,JUSTDIAL,Online Services,5911.551832,860,20.47451166
E.I.D-Parry (India) Ltd,EIDPARRY,Sugar,5905.479228,311.05,11.76700554
India Cements Ltd,INDIACEM,Cement,5874.101445,169.85,104.9363054
Nocil Ltd,NOCIL,Commodity Chemicals,5848.072051,167.4,21.20362325
RITES Ltd,RITES,Business Support Services,5835.731326,235.75,9.566223016
Finolex Cables Ltd,FINCABLES,Cables,5820.106774,359.8,14.07354893
SIS Ltd,SIS,,5810.462878,370.85,24.11762496
Rossari Biotech Ltd,ROSSARI,Specialty Chemicals,5785.45334,1045.05,58.26087283
ESAB India Ltd,ESABINDIA,Industrial Machinery,5755.222379,1803.2,38.86947719
EIH Ltd,EIHOTEL,"Hotels, Resorts & Cruise Lines",5750.223653,87.25,34.16960938
Kalpataru Power Transmission Ltd,KALPATPOWR,Power Infrastructure,5730.77087,366.45,14.49358426
Varroc Engineering Ltd,VARROC,Auto Parts,5725.67034,355.55,25227.49447
Tata Metaliks Ltd,TATAMETALI,Iron & Steel,5720.994118,874.65,14.80237737
Prince Pipes and Fittings Ltd,PRINCEPIPE,Building Products - Pipes,5705.935862,474.5,42.17904699
Jamna Auto Industries Ltd,JAMNAAUTO,Auto Parts,5666.345595,68.25,56.74539792
Mahindra Holidays and Resorts India Ltd,MHRIL,"Hotels, Resorts & Cruise Lines",5665.116986,204.35,-20.5683566
Rain Industries Ltd,RAIN,Metals - Coke,5662.379506,150.75,9.081325301
JK Tyre & Industries Ltd,JKTYRE,Tires & Rubber,5639.97937,107.8,17.60658587
Suryoday Small Finance Bank Ltd,SURYODAY,Private Banks,5616.254962,250,18.90644539
Brigade Enterprises Ltd,BRIGADE,Real Estate,5613.466422,255.8,40.02880628
Equitas Holdings Ltd,EQUITAS,Consumer Finance,5579.799024,77.55,12.94808496
Garware Technical Fibres Ltd,GARFIBRES,Textiles,5562.163451,2592.5,40.3651918
Anupam Rasayan India Ltd,ANURAS,Specialty Chemicals,5548.19076,553.65,52.26071361
Godawari Power and Ispat Ltd,GPIL,Iron & Steel,5532.203178,751.1,15.86877631
Thyrocare Technologies Ltd,THYROCARE,Hospitals & Diagnostic Centres,5514.499566,1055.3,63.04547036
V-mart Retail Ltd,VMART,Retail - Department Stores,5512.20232,2762.15,101.5254561
National Fertilizers Ltd,NFL,Fertilizers & Agro Chemicals,5508.769872,53.2,-14.41443217
Alembic Ltd,ALEMBICLTD,Pharmaceuticals,5502.757633,101.4,8.814249444
BSE Ltd,BSE,Stock Exchanges & Ratings,5499.770695,575.3,22.77610653
Heidelbergcement India Ltd,HEIDELBERG,Cement,5468.174489,231.6,19.5790486
Barbeque-Nation Hospitality Ltd,BARBEQUE,Restaurants & Cafes,5456.777927,688.35,-59.47969019
Uflex Ltd,UFLEX,Packaging,5456.302488,357.5,6.987614746
Sharda Cropchem Ltd,SHARDACROP,Fertilizers & Agro Chemicals,5443.132289,284.35,15.57915695
Future Retail Ltd,FRETAIL,Retail - Department Stores,5432.320452,47.15,209.871879
HLE Glascoat Ltd,HLEGLAS,Industrial Machinery,5426.880902,2328.2,59.15197587
Century Textile and Industries Ltd,CENTURYTEX,Cement,5416.123523,455.35,22.7114113
Heranba Industries Ltd,HERANBA,,5395.170809,637.75,25.48424597
Jyothy Labs Ltd,JYOTHYLAB,FMCG - Household Products,5388.786851,140.5,30.28813812
Mahindra Lifespace Developers Ltd,MAHLIFE,Real Estate,5345.260313,496.55,-13.18465613
Jubilant Ingrevia Ltd,JUBLINGREA,Pharmaceuticals,5334.293326,309,-90.88235294
Lemon Tree Hotels Ltd,LEMONTREE,"Hotels, Resorts & Cruise Lines",5320.984432,32,-265.2021062
Burger King India Ltd,BURGERKING,Restaurants & Cafes,5317.672357,132.55,-46.98303527
BEML Ltd,BEML,Rail,5276.566372,1169.65,76.34604558
Wockhardt Ltd,WOCKPHARMA,Pharmaceuticals,5264.874296,439.6,-70.30970974
Polyplex Corp Ltd,POLYPLEX,Commodity Chemicals,5263.603959,800.1,9.073492576
Ujjivan Small Finance Bank Ltd,UJJIVANSFB,Private Banks,5262.628239,29.1,13.17467349
Kirloskar Ferrous Industries Ltd,KIRLFER,Iron & Steel,5248.359767,180.3,22.09994975
F D C Ltd,FDC,Pharmaceuticals,5246.617411,302.55,21.97779273
Rallis India Ltd,RALLIS,Fertilizers & Agro Chemicals,5234.130174,256.6,26.99698679
Sterling and Wilson Solar Ltd,SWSOLAR,Renewable Energy Equipment & Services,5229.3396,302.55,15.6470855
JK Lakshmi Cement Ltd,JKLAKSHMI,Cement,5223.96258,407.05,19.31371608
KPIT Technologies Ltd,KPITTECH,IT Services & Consulting,5222.1355,187.1,34.29435978
Bhansali Engg Polymers Ltd,BEPL,Commodity Chemicals,5220.722265,149.7,37.0632358
shipping corporation of India Ltd,SCI,Logistics,5216.948912,101.2,14.00940912
VST Industries Ltd,VSTIND,FMCG - Tobacco,5205.007974,3321.9,16.86885924
Tata Investment Corporation Ltd,TATAINVEST,Asset Management,5188.800581,1004.75,56.15954889
Indo Count Industries Ltd,ICIL,Textiles,5171.365546,125.5,33.57774273
Deepak Fertilisers and Petrochemicals Corp Ltd,DEEPAKFERT,Fertilizers & Agro Chemicals,5159.281448,240.6,25.23685101
PTC India Ltd,PTC,Power Trading & Consultancy,5129.651405,83.05,6.688475326
Laxmi Organic Industries Ltd,LXCHEM,Specialty Chemicals,5115.057796,181.25,61.4828406
Ashoka Buildcon Ltd,ASHOKA,Construction & Engineering,5107.349091,87.35,14.83165367
Bannari Amman Sugars Ltd,BANARISUG,Sugar,5076.395181,1609.85,21.10952216
Jaiprakash Power Ventures Ltd,JPPOWER,Renewable Energy,5070.411111,2.95,-0.875707985
JTEKT India Ltd,JTEKTINDIA,Auto Parts,5033.805008,82.25,66.43052057
Orient Cement Ltd,ORIENTCEM,Cement,5029.309746,96.6,22.85523201
AGC Networks Ltd,AGCNET,IT Services & Consulting,5014.807077,1464.6,105.9186788
Reliance Industries Ltd,RELIANCE,Oil & Gas - Refining & Marketing,1252979.878,1911.15,30.06373241
Reliance Industries Ltd. - Partly Paid Up,RELIANCEPP,Oil & Gas - Refining & Marketing,1252979.878,980,
Tata Consultancy Services Ltd,TCS,IT Services & Consulting,1200915.524,3246.55,37.66946372
HDFC Bank Ltd,HDFCBANK,Private Banks,753624.109,1367.05,27.41202533
Infosys Ltd,INFY,IT Services & Consulting,605140.2603,1425.75,36.8453687
Hindustan Unilever Ltd,HINDUNILVR,FMCG - Household Products,578463.597,2462,78.97899
Housing Development Finance Corporation Ltd,HDFC,Home Financing,436527.9776,2419.85,19.49403309
ICICI Bank Ltd,ICICIBANK,Private Banks,372501.3551,538.55,36.36628932
Kotak Mahindra Bank Ltd,KOTAKBANK,Private Banks,345845.8651,1742.5,38.74779242
State Bank of India,SBIN,Public Banks,293485.8503,328.85,14.84666226
Bharti Airtel Ltd,BHARTIARTL,Telecom Services,286755.1125,522.45,-7.96131055
HCL Technologies Ltd,HCLTECH,IT Services & Consulting,273917.3548,1009.4,24.76815287
Bajaj Finance Ltd,BAJFINANCE,Consumer Finance,271366.2534,4511,50.42640926
ITC Ltd,ITC,FMCG - Tobacco,252700.5721,205.3,16.46483864
Asian Paints Ltd,ASIANPAINT,Paints,249602.4489,2602.2,92.26867403
Wipro Ltd,WIPRO,IT Services & Consulting,236158.7516,432.6,26.13516789
Maruti Suzuki India Ltd,MARUTI,Four Wheelers,196974.3239,6520.6,34.7030169
Axis Bank Ltd,AXISBANK,Private Banks,194734.707,635.6,92.49255242
Larsen & Toubro Ltd,LT,Construction & Engineering,188933.7558,1345.15,19.76811669
UltraTech Cement Ltd,ULTRACEMCO,Cement,187760.4059,6509.4,31.52739869
Avenue Supermarts Ltd,DMART,Retail - Department Stores,182342.0978,2814.9,137.5840224
Adani Green Energy Ltd,ADANIGREEN,Renewable Energy,169797.2103,1085.65,-7309.39347
Nestle India Ltd,NESTLEIND,FMCG - Foods,168743.8937,17501.7,81.03389203
Adani Ports and Special Economic Zone Ltd,ADANIPORTS,Ports,151294.3949,744.65,40.59224871
Sun Pharmaceutical Industries Ltd,SUNPHARMA,Pharmaceuticals,148602.8114,619.35,39.47027205
Bajaj Finserv Ltd,BAJAJFINSV,Insurance,145559.9182,9163.15,43.28084863
JSW Steel Ltd,JSWSTEEL,Iron & Steel,145344.3738,604.15,45.14951566
HDFC Life Insurance Company Ltd,HDFCLIFE,Insurance,138862.376,687.3,106.9037276
Titan Company Ltd,TITAN,"Precious Metals, Jewellery & Watches",134095.6605,1510.45,89.3143424
Hindustan Zinc Ltd,HINDZINC,Mining - Diversified,124287.7584,294.15,18.26418198
Oil and Natural Gas Corporation Ltd,ONGC,Oil & Gas - Exploration & Production,123349.6376,98.05,11.30908915
Adani Enterprises Ltd,ADANIENT,Commodities Trading,118163.5953,1074.4,103.8189333
Adani Total Gas Ltd,ATGL,Gas Distribution,108908.6935,990.25,249.6073833
Shree Cement Ltd,SHREECEM,Cement,107813.0635,29881.05,69.24360197
Power Grid Corporation of India Ltd,POWERGRID,Power Transmission & Distribution,105233.4258,201.15,9.515292491
Bajaj Auto Ltd,BAJAJ-AUTO,Two Wheelers,102464.8618,3541,19.65975272
Tata Steel Ltd,TATASTEEL,Iron & Steel,102080.6995,851.55,65.8641391
Adani Transmission Ltd,ADANITRANS,Power Infrastructure,101721.4346,924.9,137.1241468
Tata Motors Ltd - DVR,TATAMTRDVR,Four Wheelers,101609.0333,127.15,
Tata Motors Ltd,TATAMOTORS,Four Wheelers,101609.0333,286.55,-7.697758251
Tech Mahindra Ltd,TECHM,IT Services & Consulting,100693.7344,1039.85,22.67424552
Divi's Laboratories Ltd,DIVISLAB,Labs & Life Sciences Services,100337.8318,3779.65,72.89133032
Dabur India Ltd,DABUR,FMCG - Personal Products,98047.92124,554.75,67.8264002
NTPC Ltd,NTPC,Power Generation,96045.47806,99.05,8.448590231
Pidilite Industries Ltd,PIDILITIND,Diversified Chemicals,93972.80456,1849.3,84.15639005
Britannia Industries Ltd,BRITANNIA,FMCG - Foods,91837.05956,3812.75,65.34578153
SBI Cards and Payment Services Ltd,SBICARD,Payment Infrastructure,90661.95133,890.45,63.52771046
Grasim Industries Ltd,GRASIM,Cement,90399.59698,1376.6,20.46030651
Mahindra and Mahindra Ltd,M&M,Four Wheelers,89655.29947,751.5,649.6612072
SBI Life Insurance Company Ltd,SBILIFE,Insurance,87251.18637,872.45,61.34676838
Bharat Petroleum Corporation Ltd,BPCL,Oil & Gas - Refining & Marketing,85874.66888,403.95,26.00417974
Dr.Reddy's Laboratories Ltd,DRREDDY,Pharmaceuticals,82919.35182,4996.95,40.97178736
Indian Oil Corporation Ltd,IOC,Oil & Gas - Refining & Marketing,81903.18262,87,-89.43172633
Vedanta Ltd,VEDL,Metals - Diversified,78981.89087,213.2,-11.90132053
Coal India Ltd,COALINDIA,Mining - Coal,76849.22224,124.7,4.597843045
Hindalco Industries Ltd,HINDALCO,Metals - Aluminium,75335.64809,336.2,19.84747495
Larsen & Toubro Infotech Ltd,LTI,IT Services & Consulting,74404.44012,4257.75,48.68596839
Godrej Consumer Products Ltd,GODREJCP,FMCG - Personal Products,73148.66797,715.4,48.86550479
Cipla Ltd,CIPLA,Pharmaceuticals,72775.2463,902.4,47.02854096
Berger Paints India Ltd,BERGEPAINT,Paints,70729.70459,728.2,107.509307
Eicher Motors Ltd,EICHERMOT,Trucks & Buses,66346.28675,2427.2,36.23328833
Indus Towers Ltd,INDUSTOWER,Telecom Infrastructure,65455.95504,242.9,13.61960296
Indusind Bank Ltd,INDUSINDBK,Private Banks,65303.55693,844.4,12.27550159
ICICI Prudential Life Insurance Company Ltd,ICICIPRULI,Insurance,63714.84218,443.7,59.70823286
Motherson Sumi Systems Ltd,MOTHERSUMI,Auto Parts,63379.74014,200.7,54.16608849
Havells India Ltd,HAVELLS,Electrical Components & Equipments,62202.74284,993.7,84.5442787
Siemens Ltd,SIEMENS,Conglomerates,61599.90111,1729.75,81.42749651
ICICI Lombard General Insurance Company Ltd,ICICIGI,Insurance,61418.39578,1351.05,51.42626579
Interglobe Aviation Ltd,INDIGO,Airlines,61346.9558,1593.8,-262.3151164
Info Edge (India) Ltd,NAUKRI,Online Services,61118.34995,4751.1,-244.2213966
DLF Ltd,DLF,Real Estate,61041.18667,246.6,-98.99631343
HDFC Asset Management Company Ltd,HDFCAMC,Asset Management,60579.08184,2844.7,47.92692664
Ambuja Cements Ltd,AMBUJACEM,Cement,60423.18432,304.3,25.54416274
Tata Consumer Products Ltd,TATACONSUM,Tea & Coffee,60416.93044,655.6,110.703188
GAIL (India) Ltd,GAIL,Gas Distribution,58946.11386,132.75,6.354469916
Hero MotoCorp Ltd,HEROMOTOCO,Two Wheelers,55660.76626,2786.1,15.29575693
Aurobindo Pharma Ltd,AUROPHARMA,Pharmaceuticals,53625.1015,915.2,18.94156298
Bandhan Bank Ltd,BANDHANBNK,Private Banks,52755.44005,327.55,15.18374607
Marico Ltd,MARICO,FMCG - Personal Products,52558.59529,407.4,51.51121081
Cadila Healthcare Ltd,CADILAHC,Pharmaceuticals,51156.41772,499.7,43.47817246
Biocon Ltd,BIOCON,Biotechnology,48041.55634,404.3,64.8436247
Lupin Ltd,LUPIN,Pharmaceuticals,47416.3791,1045.15,-175.6514298
Muthoot Finance Ltd,MUTHOOTFIN,Consumer Finance,46536.71332,1159.95,14.81611253
UPL Ltd,UPL,Fertilizers & Agro Chemicals,45044.29986,589.55,25.36185163
Torrent Pharmaceuticals Ltd,TORNTPHARM,Pharmaceuticals,43249.94278,2555.8,42.20659573
Apollo Hospitals Enterprise Ltd,APOLLOHOSP,Hospitals & Diagnostic Centres,43176.65206,3004.75,91.91651814
Procter & Gamble Hygiene and Health Care Ltd,PGHH,FMCG - Personal Products,42782.27623,13179.7,98.78608162
Colgate-Palmolive (India) Ltd,COLPAL,FMCG - Personal Products,42408.00005,1559.2,51.94130766
Gland Pharma Ltd,GLAND,Pharmaceuticals,42241.32865,2582.1,28.47283341
Cholamandalam Investment and Finance Company Ltd,CHOLAFIN,Consumer Finance,41891.49456,510.85,38.8495172
Bosch Ltd,BOSCHLTD,Auto Parts,40353.05078,13681.95,62.12940844
Jindal Steel And Power Ltd,JINDALSTEL,Iron & Steel,39678.62127,389,-354.1803399
NMDC Ltd,NMDC,Mining - Iron Ore,39343.38354,134.25,11.50455971
Honeywell Automation India Ltd,HONAUT,Electronic Equipments,38249.35686,43261.05,77.82484915
United Spirits Ltd,MCDOWELL-N,Alcoholic Beverages,37469.12534,515.65,56.86617899
PI Industries Ltd,PIIND,Diversified Chemicals,37381.86385,2465.55,74.55471241
SRF Ltd,SRF,Textiles,37083.64739,6122.95,35.14857731
Gujarat Gas Ltd,GUJGASLTD,Gas Distribution,36832.31364,535.05,30.72380644
Bajaj Holdings and Investment Ltd,BAJAJHLDNG,Asset Management,36503.71481,3279.95,12.20043944
Piramal Enterprises Ltd,PEL,Diversified Financials,36487.52038,1630.1,1405.816309
IDBI Bank Ltd,IDBI,Public Banks,36343.11935,33.8,-2.385428103
Yes Bank Ltd,YESBANK,Private Banks,36204.33914,14.45,-0.653600386
Indraprastha Gas Ltd,IGL,Gas Distribution,36165.54133,516.65,28.95582938
Jubilant Foodworks Ltd,JUBLFOOD,Restaurants & Cafes,35944.36657,2729.4,128.6553194
Adani Power Ltd,ADANIPOWER,Power Generation,35792.39337,92.8,-15.73451091
Punjab National Bank,PNB,Public Banks,35571.73115,33.95,43.91011083
ACC Ltd,ACC,Cement,35411.04418,1885.7,24.83722084
MindTree Ltd,MINDTREE,IT Services & Consulting,35291.20987,2142.5,55.82727209
Godrej Properties Ltd,GODREJPROP,Real Estate,35283.48061,1269.45,114.3382997
Steel Authority of India Ltd,SAIL,Iron & Steel,34985.5492,84.7,16.49709258
General Insurance Corporation of India,GICRE,Insurance,34447.644,196.35,-184.7653079
Container Corporation of India Ltd,CONCOR,Logistics,34440.36302,565.25,85.14936342
Hindustan Petroleum Corp Ltd,HINDPETRO,Oil & Gas - Refining & Marketing,34195.19578,226.4,13.08025243
Bank of Baroda Ltd,BANKBARODA,Public Banks,34182.704,66.1,25.98194078
AU Small Finance Bank Ltd,AUBANK,Consumer Finance,33609.77143,1076.5,47.5793292
MRF Ltd,MRF,Tires & Rubber,33601.66414,79227.85,23.62056022
Petronet LNG Ltd,PETRONET,Oil & Gas - Storage & Transportation,33262.50195,221.75,12.30417815
Ashok Leyland Ltd,ASHOKLEY,Trucks & Buses,32921.9384,112.15,97.78696765
Shriram Transport Finance Company Ltd,SRTRANSFIN,Consumer Finance,32920.77223,1300.9,12.0121976
Alkem Laboratories Ltd,ALKEM,Pharmaceuticals,32827.16858,2745.55,29.12611335
Mphasis Ltd,MPHASIS,IT Services & Consulting,32547.06236,1740.1,27.37310814
Hindustan Aeronautics Ltd,HAL,Aerospace & Defense Equipments,32014.25925,957.4,11.14248696
Abbott India Ltd,ABBOTINDIA,Pharmaceuticals,31979.56203,15049.7,53.9348018
Page Industries Ltd,PAGEIND,Apparel & Accessories,31449.01698,28195.6,91.63199492
Voltas Ltd,VOLTAS,Home Electronics & Appliances,31443.97684,950.3,60.77532869
IDFC First Bank Ltd,IDFCFIRSTB,Private Banks,31335.71002,50.55,-8.525990808
Kansai Nerolac Paints Ltd,KANSAINER,Paints,31157.64361,578.15,59.80239076
Balkrishna Industries Ltd,BALKRISIND,Tires & Rubber,31050.60706,1606.2,32.35617888
Tata Communications Ltd,TATACOMM,Telecom Services,30624.675,1074.55,-356.2665775
Astral Poly Technik Ltd,ASTRAL,Building Products - Pipes,30435.51777,1514.9,122.3898792
L&T Technology Services Ltd,LTTS,Software Services,29819.35778,2838.7,36.15560624
Bharat Electronics Ltd,BEL,Electronic Equipments,29702.06798,121.9,16.28536775
Tata Power Company Ltd,TATAPOWER,Power Transmission & Distribution,29461.03062,92.2,24.52334228
Embassy Office Parks REIT,EMBASSY,Real Estate,29361.95658,309.76,31.2244457
Max Financial Services Ltd,MFSL,Insurance,29308.51935,849.3,157.8328676
3M India Ltd,3MINDIA,Stationery,28789.51982,25556.45,89.35849469
Oracle Financial Services Software Ltd,OFSS,Software Services,28717.67622,3336.85,19.58673796
United Breweries Ltd,UBL,Alcoholic Beverages,28665.48423,1084.15,67.01770797
Varun Beverages Ltd,VBL,Soft Drinks,28548.42752,988.9,86.7759735
ABB India Ltd,ABB,Heavy Electrical Equipments,27748.34216,1309.45,126.5776032
Dalmia Bharat Ltd,DALBHARAT,Cement,27688.71399,1479.75,127.468937
Power Finance Corporation Ltd,PFC,Specialized Finance,27654.85275,104.75,3.88294692
Dr. Lal PathLabs Ltd,LALPATHLAB,Hospitals & Diagnostic Centres,27556.38327,3336.55,123.0655422
Aditya Birla Capital Ltd,ABCAPITAL,Diversified Financials,27413.40505,113.5,28.47535473
Whirlpool of India Ltd,WHIRLPOOL,Home Electronics & Appliances,27351.02911,2155.8,55.79598645
IPCA Laboratories Ltd,IPCALAB,Pharmaceuticals,27310.62481,2152.95,44.86571003
Indian Railway Finance Corp Ltd,IRFC,Specialized Finance,27247.83501,20.85,6.002721556
Bharat Forge Ltd,BHARATFORG,Iron & Steel,27050.69952,581,77.35397628
TVS Motor Company Ltd,TVSMOTOR,Two Wheelers,26984.94808,538.9,40.98883253
Sundaram Finance Ltd,SUNDARMFIN,Consumer Finance,26852.18714,2437.1,34.20432565
Indian Overseas Bank,IOB,Public Banks,26463.5512,16.1,-2.414663602
Indian Railway Catering and Tourism Corporation Ltd,IRCTC,Online Services,25312,1582,47.88769699
Trent Ltd,TRENT,Retail - Apparel,25266.27129,710.75,199.0783632
Vodafone Idea Ltd,IDEA,Telecom Services,25143.46559,8.75,-0.221899853
Supreme Industries Ltd,SUPREMEIND,Plastic Products,25038.26635,1971.1,53.56924764
Ramco Cements Ltd,RAMCOCEM,Cement,24851.00571,1053.5,41.07990494
REC Ltd,RECLTD,Specialized Finance,24696.34959,125.05,4.966815879
GlaxoSmithKline Pharmaceuticals Ltd,GLAXO,Pharmaceuticals,24651.11904,1455.15,264.5253679
New India Assurance Company Ltd,NIACL,Insurance,24019.60001,145.75,16.65448646
Crompton Greaves Consumer Electricals Ltd,CROMPTON,Home Electronics & Appliances,23962.1174,381.75,48.22997354
IndiaMART InterMESH Ltd,INDIAMART,Online Services,23904.5494,7885.05,153.744973
NHPC Ltd,NHPC,Renewable Energy,23555.60662,23.45,8.194366059
Aarti Industries Ltd,AARTIIND,Specialty Chemicals,23479.83772,1347.6,44.64683447
